City,Customer_Rating
Hyderabad,2.6575977428456268
Jaipur,3.112213267203968
Kolkata,3.173027989821883
Chennai,3.176078391756743
Amritsar,3.1879084967320264
Pune,3.188495485441818
Haridwar,3.1999394428744448
Gurgaon,3.202199144777031
Noida,3.206653426017875
Delhi,3.3178349066077524
Mumbai,3.4122299969577123
Bengluru,3.5986360445291345
